Country,Year,Population,Pop %,Deaths from All Causes,Deaths from External Causes,ASDR from All Causes,ASDR from External Causes,Raw Ratio,% Deaths Caused by External Factors
El Salvador,1990,5252082,0.003104392,28224,5431,828.9,124.1,0.192424887,0.149716492
Estonia,1990,1569174,0.000927505,19531,2056,925.2,123.3,0.105268547,0.133268482
France,1990,56735100,0.033534887,526201,48254,535.8,63.5,0.0917026,0.118514371
Germany,1990,79364500,0.046910634,921445,45963,651.9,44.4,0.049881436,0.068108606
Guatemala,1990,9158547,0.005413418,73344,6367,1067.3,94,0.0868101,0.088072707
Hungary,1990,10373988,0.006131839,145660,13275,984,104.3,0.091136894,0.105995935
Israel,1990,4660100,0.002754484,28734,1859,585.3,39.9,0.064696875,0.068170169
Italy,1990,57661300,0.034082344,543708,29187,566.7,38.3,0.053681388,0.06758426
Jamaica,1990,2385806,0.001410198,12172,142,559.1,6.5,0.011666119,0.011625827
Japan,1990,122721400,0.072537957,820305,55612,471.6,38,0.067794296,0.08057676
Kazakhstan,1990,16669700,0.009853098,128787,17325,931.2,109,0.134524447,0.117053265
Kyrgyzstan,1990,4362000,0.002578284,30580,4050,912,105.5,0.132439503,0.115679825
Latvia,1990,2670700,0.001578593,34812,3728,940,129.1,0.107089509,0.137340426
Lithuania,1990,3697839,0.002185712,39760,4461,823.9,113.4,0.112198189,0.137638063
Mexico,1990,84486000,0.049937842,421736,58677,791.3,85.6,0.139132064,0.108176419
Netherlands,1990,14951500,0.008837507,128824,5306,572.6,28.5,0.041187977,0.049772965
Moldova,1990,4361734,0.002578126,42427,4462,1010.6,104,0.105168878,0.102909163
Russia,1990,147913000,0.087428166,1655993,198309,943.7,127.4,0.119752318,0.13500053
Singapore,1990,2735900,0.001617131,13889,1008,653.5,37.4,0.072575419,0.057230298
Spain,1990,38959200,0.023027938,333142,18867,568.9,43.1,0.056633508,0.075760239
Sweden,1990,8558800,0.005058921,95142,4995,546.6,43.6,0.052500473,0.079765825
Ukraine,1990,51636800,0.030521392,629602,55636,895.1,100.4,0.088366937,0.112166238
United Kingdom,1990,57395670,0.033925335,641799,21295,629.5,30.9,0.03318017,0.049086577
United States,1990,248709800,0.147006967,2148463,150211,622.2,55.6,0.069915563,0.089360334
Venezuela,1990,19501800,0.011527091,90072,11928,797.8,71.9,0.132427391,0.090122838
WORLD - reporting countries,1990,1691823213,1,13964749,1199146,48026.7,4316.6,0.085869499,0.090817035
Argentina,1991,32967000,0.018894538,253996,17027,753.5,51.8,0.067036489,0.068745853
Armenia,1991,3611800,0.002070049,23428,1915,773.3,55.2,0.081739799,0.071382387
Australia,1991,17284000,0.009906064,118520,7525,537,40.5,0.063491394,0.075418994
Azerbaijan,1991,7175000,0.004112243,44659,3321,796.6,49.3,0.07436351,0.061888024
Belarus,1991,10232900,0.005864832,114650,11149,881.4,104.8,0.097243785,0.118901747
Brazil,1991,152916852,0.087641984,802292,101824,887.7,73.8,0.126916385,0.083136195
Canada,1991,27296900,0.015644806,195568,13237,538.6,43.9,0.067684897,0.081507612
Colombia,1991,34916770,0.020012019,163692,43443,715.8,131.8,0.265394766,0.184129645
Croatia,1991,4786100,0.002743081,54832,7325,866,138.7,0.133589875,0.160161663
